"term" "estimate" "std.error" "conf.low" "conf.high" "model"
"1" "(Intercept)" 7.14771680179699 0.121380579334175 6.9098152378794 7.38561836571458 "2017_2022_biomass"
"2" "Fric" 0.0142402835090689 0.0382537693237707 -0.0607357266384249 0.0892162936565627 "2017_2022_biomass"
"3" "Feve" 0.0488392295382211 0.0350731063100438 -0.0199027956554092 0.117581254731851 "2017_2022_biomass"
"4" "Tric" 0.00418535587408621 0.0318576829636478 -0.0582545553655588 0.0666252671137312 "2017_2022_biomass"
"5" "Teve" -0.379119928391564 0.041553562081728 -0.4605634135011 -0.297676443282028 "2017_2022_biomass"
"6" "sbt_mean" 0.357067193765732 0.0726122241697182 0.214749849555736 0.499384537975729 "2017_2022_biomass"
"7" "sbt_sd" -0.0328320371610988 0.0456554634286888 -0.122315101178814 0.0566510268566167 "2017_2022_biomass"
"8" "sst_sd" 0.042108049584543 0.0518764950861603 -0.0595680124285003 0.143784111597586 "2017_2022_biomass"
"9" "log_chla_mean" -0.0101383332149446 0.0424794081663524 -0.093396443305572 0.0731197768756828 "2017_2022_biomass"
"10" "depth" -0.262592954922505 0.0442166420045397 -0.349255980768703 -0.175929929076306 "2017_2022_biomass"
