"term" "estimate" "std.error" "conf.low" "conf.high" "model"
"1" "(Intercept)" 6.83096926159045 0.585836041617647 5.68275171917435 7.97918680400654 "remove_2_biomass"
"2" "kde_fric" -0.0918127209534726 0.0194823422775772 -0.129997410152006 -0.0536280317549392 "remove_2_biomass"
"3" "kde_feve" 0.105841354383584 0.0206177066494738 0.0654313919068038 0.146251316860365 "remove_2_biomass"
"4" "tric" 0.180691927903861 0.02110561409635 0.139325684403414 0.222058171404308 "remove_2_biomass"
"5" "teve" -0.443229975563211 0.0193477166913697 -0.481150803461381 -0.405309147665042 "remove_2_biomass"
"6" "sbt_mean" 0.164208578487641 0.0514025336804757 0.063461463759801 0.26495569321548 "remove_2_biomass"
"7" "sbt_sd" -0.0365582671199822 0.0302870995978674 -0.0959198915279799 0.0228033572880155 "remove_2_biomass"
"8" "sst_sd" 0.0182043262113643 0.0297151888739806 -0.040036373775443 0.0764450261981716 "remove_2_biomass"
"9" "sic_mean" -0.0391550513901687 0.0526556007664464 -0.142358132476723 0.064048029696386 "remove_2_biomass"
"10" "log_chla_mean" -0.0594221937833488 0.0245315629414718 -0.107503173633111 -0.0113412139335866 "remove_2_biomass"
"11" "depth" 0.222850737798832 0.0252821553824522 0.17329862379768 0.272402851799984 "remove_2_biomass"
