"term" "estimate" "std.error" "conf.low" "conf.high" "model"
"1" "(Intercept)" 5.82719959162915 0.252631063759938 5.33205180528363 6.32234737797467 "remove_7_biomass"
"2" "kde_fric" 0.163395828200278 0.0271387411999111 0.110204872862699 0.216586783537857 "remove_7_biomass"
"3" "kde_feve" -0.006440129743644 0.02870049730294 -0.0626920707957953 0.0498118113085073 "remove_7_biomass"
"4" "tric" 0.565456078800963 0.0289543542786748 0.508706587219147 0.622205570382779 "remove_7_biomass"
"5" "teve" -0.283756919636587 0.0267885580197174 -0.336261528552995 -0.23125231072018 "remove_7_biomass"
"6" "sbt_mean" 0.150385331945088 0.0674805688686679 0.0181258473062242 0.282644816583952 "remove_7_biomass"
"7" "sbt_sd" 0.126514843615178 0.0413874377967269 0.0453969561212016 0.207632731109155 "remove_7_biomass"
"8" "sst_sd" 0.0177090465845808 0.0386049864998961 -0.0579553365788705 0.0933734297480321 "remove_7_biomass"
"9" "sic_mean" -0.000182305620198236 0.0667342979224868 -0.130979126081839 0.130614514841442 "remove_7_biomass"
"10" "log_chla_mean" -0.0511636105834375 0.0319204485774338 -0.113726540165571 0.0113993189986955 "remove_7_biomass"
"11" "depth" 0.334149371409453 0.0352746674208289 0.265012293698 0.403286449120906 "remove_7_biomass"
