"term" "estimate" "std.error" "conf.low" "conf.high" "model"
"1" "(Intercept)" 5.93758165015184 0.262401060294152 5.42328502247018 6.4518782778335 "remove_6_biomass"
"2" "kde_fric" 0.154136545157831 0.0274686101117363 0.100299058633455 0.207974031682207 "remove_6_biomass"
"3" "kde_feve" -0.0157363183993963 0.0290398080183944 -0.0726532962334068 0.0411806594346142 "remove_6_biomass"
"4" "tric" 0.563261379557294 0.0292702390227873 0.505892765253752 0.620629993860836 "remove_6_biomass"
"5" "teve" -0.285216470561708 0.0271225059573348 -0.338375605408557 -0.232057335714859 "remove_6_biomass"
"6" "sbt_mean" 0.20525514678041 0.0681154216220136 0.0717513736095031 0.338758919951318 "remove_6_biomass"
"7" "sbt_sd" 0.141861939576172 0.041840449046781 0.0598561663474984 0.223867712804846 "remove_6_biomass"
"8" "sst_sd" 0.0115473139772761 0.038614696581477 -0.0641361005963608 0.087230728550913 "remove_6_biomass"
"9" "sic_mean" 0.00654160368163472 0.0667326618058466 -0.124252010050316 0.137335217413586 "remove_6_biomass"
"10" "log_chla_mean" -0.0568233280507001 0.0320602297168653 -0.119660223631837 0.00601356753043669 "remove_6_biomass"
"11" "depth" 0.305887641134876 0.0357336097215785 0.235851053042972 0.37592422922678 "remove_6_biomass"
