"term" "estimate" "std.error" "conf.low" "conf.high" "model"
"1" "(Intercept)" 5.50096698380338 0.232376774144031 5.04551687563748 5.95641709196928 "remove_8_biomass"
"2" "kde_fric" 0.207163838450824 0.0274211264020552 0.153419418287276 0.260908258614373 "remove_8_biomass"
"3" "kde_feve" -0.00199833729720205 0.0289826046820352 -0.058803198652153 0.0548065240577489 "remove_8_biomass"
"4" "tric" 0.652848016204815 0.0293279651295616 0.595366260811028 0.710329771598602 "remove_8_biomass"
"5" "teve" -0.199705369943543 0.0270744089474995 -0.252770236383351 -0.146640503503735 "remove_8_biomass"
"6" "sbt_mean" 0.352259382833296 0.0685034864809567 0.217995016515194 0.486523749151397 "remove_8_biomass"
"7" "sbt_sd" 0.130481938369743 0.0422587212628079 0.0476563666619231 0.213307510077564 "remove_8_biomass"
"8" "sst_sd" 0.0851119940956227 0.0394315986929847 0.00782748080453612 0.162396507386709 "remove_8_biomass"
"9" "sic_mean" -0.114303225575848 0.0670252780351333 -0.245670356578493 0.0170639054267969 "remove_8_biomass"
"10" "log_chla_mean" -0.040834337439479 0.032551954130459 -0.104634995161579 0.0229663202826204 "remove_8_biomass"
"11" "depth" 0.386944548556947 0.0356821629954381 0.3170087941954 0.456880302918493 "remove_8_biomass"
