"term" "estimate" "std.error" "conf.low" "conf.high" "model"
"1" "(Intercept)" 5.3209147998035 0.143699309382563 5.03926932881039 5.6025602707966 "remove_8_biomass"
"2" "Fric" 0.352138865772979 0.030880280888885 0.291614627398284 0.412663104147674 "remove_8_biomass"
"3" "Feve" 0.0434083745024792 0.0309358872391508 -0.0172248503160487 0.104041599321007 "remove_8_biomass"
"4" "Tric" 0.639660887657797 0.0271625715029841 0.586423225784454 0.69289854953114 "remove_8_biomass"
"5" "Teve" -0.28297162421174 0.0341489968586738 -0.349902428162913 -0.216040820260568 "remove_8_biomass"
"6" "sbt_mean" 0.420531427678931 0.0696661930246164 0.283988198410668 0.557074656947195 "remove_8_biomass"
"7" "sbt_sd" 0.067228531575319 0.0476216897015838 -0.0261082651227273 0.160565328273365 "remove_8_biomass"
"8" "sst_sd" 0.0272304287674527 0.0354827325372321 -0.0423144490785898 0.0967753066134952 "remove_8_biomass"
"9" "sic_mean" -0.0878941810622527 0.0645550240325216 -0.214419703187113 0.0386313410626073 "remove_8_biomass"
"10" "log_chla_mean" -0.00476114568141167 0.0318237779623337 -0.0671346043395851 0.0576123129767618 "remove_8_biomass"
"11" "depth" 0.33080955735181 0.0406681250120813 0.251101497009358 0.410517617694262 "remove_8_biomass"
