"term" "estimate" "std.error" "conf.low" "conf.high" "model"
"1" "(Intercept)" 6.46486846748085 0.30967656821133 5.85791354693068 7.07182338803101 "remove_2_biomass"
"2" "Fric" 0.07163023382653 0.0217610432830476 0.0289793727257394 0.114281094927321 "remove_2_biomass"
"3" "Feve" 0.00691924214324874 0.0220171265445763 -0.0362335329271817 0.0500720172136791 "remove_2_biomass"
"4" "Tric" 0.298363523643499 0.0195737301999946 0.259999717408405 0.336727329878592 "remove_2_biomass"
"5" "Teve" -0.486149738572982 0.0242040006457233 -0.533588708120384 -0.43871076902558 "remove_2_biomass"
"6" "sbt_mean" 0.299728790080438 0.0606412159918308 0.180874190757736 0.418583389403141 "remove_2_biomass"
"7" "sbt_sd" -0.129843352796681 0.0359080495894718 -0.200221836747124 -0.0594648688462383 "remove_2_biomass"
"8" "sst_sd" 0.0452995232321316 0.0296955807449827 -0.0129027455280356 0.103501791992299 "remove_2_biomass"
"9" "sic_mean" -0.022014342241502 0.0567397201153425 -0.133222150160456 0.0891934656774521 "remove_2_biomass"
"10" "log_chla_mean" -0.0270698262100218 0.0238250697233859 -0.0737661047970138 0.0196264523769703 "remove_2_biomass"
"11" "depth" 0.303494818635368 0.0298171002515837 0.245054376018844 0.361935261251892 "remove_2_biomass"
