"","term","estimate","std.error","conf.low","conf.high","model"
"2...1","log_sum_fishing",-0.0403802306451078,0.0246752282065002,-0.0887427892401551,0.00798232794993947,"fishing_kde_feve"
"3...2","sbt_mean",0.0215918007408559,0.0736449215221428,-0.122749593086823,0.165933194568534,"fishing_kde_feve"
"4...3","sbt_sd",-0.0777771310928487,0.0387350975237969,-0.153696527177137,-0.00185773500856014,"fishing_kde_feve"
"5...4","sst_sd",0.0770854134431171,0.0366493055502471,0.00525409450622882,0.148916732380005,"fishing_kde_feve"
"6...5","sic_mean",-0.0881007476612712,0.0618162724464992,-0.209258415314925,0.033056919992383,"fishing_kde_feve"
"7...6","log_chla_mean",-0.0311731446785374,0.0317732694753372,-0.0934476085212842,0.0311013191642094,"fishing_kde_feve"
"8...7","depth",-0.0968366268340717,0.0347338880793682,-0.164913796512678,-0.0287594571554649,"fishing_kde_feve"
"2...8","log_sum_fishing",-0.0292281795512962,0.0254027471870806,-0.0790166491463503,0.020560290043758,"fishing_kde_fric"
"3...9","sbt_mean",0.10241253222331,0.0706850968689413,-0.0361277118835398,0.24095277633016,"fishing_kde_fric"
"4...10","sbt_sd",0.0440395025221858,0.0391191181903221,-0.0326325602378112,0.120711565282183,"fishing_kde_fric"
"5...11","sst_sd",0.0759827396766467,0.0335726610940591,0.0101815330671219,0.141783946286172,"fishing_kde_fric"
"6...12","sic_mean",-0.0436534407647384,0.0556170689098409,-0.152660892753709,0.0653540112242321,"fishing_kde_fric"
"7...13","log_chla_mean",0.00378005792777156,0.0294528009528984,-0.0539463711837362,0.0615064870392794,"fishing_kde_fric"
"8...14","depth",-0.206588256009688,0.0376997334313032,-0.280478375761803,-0.132698136257573,"fishing_kde_fric"
"2...15","log_sum_fishing",-0.0259955279498442,0.0272163605547851,-0.0793386144274795,0.027347558527791,"fishing_teve"
"3...16","sbt_mean",0.0929729153953075,0.0680658113469566,-0.0404336234232252,0.22637945421384,"fishing_teve"
"4...17","sbt_sd",-0.066121886018204,0.0374293715942862,-0.139482106306972,0.00723833427056358,"fishing_teve"
"5...18","sst_sd",0.0425067236176532,0.0325989452244291,-0.0213860349562219,0.106399482191528,"fishing_teve"
"6...19","sic_mean",-0.147175637634853,0.0525422257582983,-0.250156507788691,-0.0441947674810159,"fishing_teve"
"7...20","log_chla_mean",-0.00775832006996287,0.0297392548350657,-0.0660461884737504,0.0505295483338246,"fishing_teve"
"8...21","depth",-0.010780461967615,0.0392010336068014,-0.08761307599369,0.06605215205846,"fishing_teve"
"2...22","log_sum_fishing",0.00194801959085746,0.0238904800770633,-0.0448764609335582,0.0487725001152731,"fishing_tric"
"3...23","sbt_mean",0.332213619614543,0.0856971814118247,0.164250230470771,0.500177008758315,"fishing_tric"
"4...24","sbt_sd",0.0182056105775033,0.0398532886534006,-0.0599053998486408,0.0963166210036473,"fishing_tric"
"5...25","sst_sd",-0.0787753761764569,0.0366081254819246,-0.150525983662552,-0.00702476869036169,"fishing_tric"
"6...26","sic_mean",0.0295368221982935,0.0629919778809392,-0.0939251857632909,0.152998830159878,"fishing_tric"
"7...27","log_chla_mean",0.00821839152264082,0.0301210602751957,-0.0508178017929029,0.0672545848381846,"fishing_tric"
"8...28","depth",-0.0493620876079875,0.0371525358634185,-0.12217971983462,0.0234555446186455,"fishing_tric"
"2...29","sbt_mean",0.024786661243444,0.054919009393507,-0.0828526192344465,0.132425941721335,"general_kde_feve"
"3...30","sbt_sd",-0.0847633309889444,0.0309436571810977,-0.14541178461385,-0.0241148773640387,"general_kde_feve"
"4...31","sst_sd",0.0172425092965876,0.0277833920485406,-0.0372119384869086,0.0716969570800838,"general_kde_feve"
"5...32","sic_mean",-0.0863079138869904,0.0476525400467597,-0.179705176150492,0.00708934837651119,"general_kde_feve"
"6...33","log_chla_mean",-0.00566499708927405,0.0233167475696083,-0.0513649825623182,0.0400349883837701,"general_kde_feve"
"7...34","depth",-0.127774398900175,0.0253411872180146,-0.17744221317297,-0.0781065846273797,"general_kde_feve"
"2...35","sbt_mean",0.120583494051819,0.0497941035167059,0.0229888445166163,0.218178143587022,"general_kde_fric"
"3...36","sbt_sd",0.0383224961302681,0.0301439987844392,-0.0207586558372519,0.0974036480977881,"general_kde_fric"
"4...37","sst_sd",0.0531575032753187,0.0247492272168143,0.00464990928516422,0.101665097265473,"general_kde_fric"
"5...38","sic_mean",-0.0291306427835258,0.0424715135057873,-0.112373279623775,0.0541119940567239,"general_kde_fric"
"6...39","log_chla_mean",0.027145683799259,0.0211293145395592,-0.0142670117162955,0.0685583793148135,"general_kde_fric"
"7...40","depth",-0.232469294584222,0.0265954249249223,-0.284595369590609,-0.180343219577836,"general_kde_fric"
"2...41","sbt_mean",0.0735877020811099,0.0506113115435994,-0.0256086457546811,0.172784049916901,"general_teve"
"3...42","sbt_sd",-0.042946539288759,0.030826062641705,-0.103364511851676,0.0174714332741583,"general_teve"
"4...43","sst_sd",-0.0114663554625268,0.0260285087775139,-0.0624812952377388,0.0395485843126852,"general_teve"
"5...44","sic_mean",-0.0866901448851949,0.0436648470015179,-0.172271672398622,-0.00110861737176812,"general_teve"
"6...45","log_chla_mean",0.000312606177017393,0.0225151632188732,-0.043816302838015,0.0444415151920498,"general_teve"
"7...46","depth",-0.00320363641236497,0.02688691172527,-0.0559010150494018,0.0494937422246718,"general_teve"
"2...47","sbt_mean",0.275156322223601,0.0583570271006328,0.160778650861533,0.389533993585669,"general_tric"
"3...48","sbt_sd",-0.0409840956679745,0.0313198665152328,-0.102369906038433,0.0204017147024838,"general_tric"
"4...49","sst_sd",-0.0385309876179175,0.0286874473739153,-0.0947573512791796,0.0176953760433447,"general_tric"
"5...50","sic_mean",0.0258778872402815,0.0515469479313474,-0.0751522742181208,0.126908048698684,"general_tric"
"6...51","log_chla_mean",0.00572798231281644,0.0225271410961132,-0.0384244029102176,0.0498803675358505,"general_tric"
"7...52","depth",0.0342686775448759,0.0263547979240268,-0.0173857772060476,0.0859231322957994,"general_tric"
