"term" "estimate" "std.error" "conf.low" "conf.high" "model"
"1" "(Intercept)" 7.3672514515897 0.370132804406658 6.64180448545584 8.09269841772356 "boreal_biomass"
"2" "Fric" -0.0911486047981173 0.0312587196101686 -0.152414569436884 -0.029882640159351 "boreal_biomass"
"3" "Feve" -0.0016506743306105 0.0338690478707264 -0.0680327883478973 0.0647314396866763 "boreal_biomass"
"4" "Tric" 0.137535804805601 0.0306173262805934 0.0775269479927268 0.197544661618476 "boreal_biomass"
"5" "Teve" -0.46223778177614 0.037588307203877 -0.535909510135566 -0.388566053416714 "boreal_biomass"
"6" "sbt_mean" 0.317382061221648 0.0754244626890927 0.169552830797742 0.465211291645555 "boreal_biomass"
"7" "sbt_sd" 0.100862817200144 0.0378247182025823 0.0267277317977066 0.174997902602582 "boreal_biomass"
"8" "sst_sd" 0.0849603579340188 0.0617335177706248 -0.0360351135353691 0.205955829403407 "boreal_biomass"
"9" "sic_mean" 0.0485028495953078 0.0323228010131881 -0.0148486762699955 0.111854375460611 "boreal_biomass"
"10" "log_chla_mean" -0.0336119173756208 0.0411245404844102 -0.114214535605824 0.0469907008545825 "boreal_biomass"
